Tail_Number,count,Tail_Number_Grupo
N304DQ,2016,3
N981DL,2009,3
N843HK,2009,3
N916AN,2006,3
N410AN,2002,3
N908DA,1999,3
N985DL,1999,3
N373HA,1990,3
N307DU,1985,3
N303DQ,1984,3
N211UA,1982,3
N374HA,1980,3
N67134,1974,3
N6700,1970,3
N139DU,1969,3
N927FR,1968,3
N3762Y,1968,3
N917AN,1967,3
N377FR,1965,3
N137DU,1964,3
N634VA,1959,3
N36915,1958,3
N305DU,1949,3
N379HA,1948,3
N913DE,1946,3
N777UA,1946,3
N414AL,1946,3
N408AN,1945,3
N379FR,1942,3
N8733M,1941,3
N378FR,1940,3
N781UA,1938,3
N301DQ,1934,3
N370HA,1934,3
N909AN,1932,3
N774UA,1924,3
N396HA,1924,3
N391HA,1922,3
N34137,1919,3
N73299,1918,3
N950DN,1917,3
N920AN,1916,3
N778UA,1913,3
N428QX,1913,3
N57869,1908,3
N361HA,1906,3
N910AN,1902,3
284NV,1899,3
N773UA,1899,3
N915AN,1895,3
N141DU,1895,3
N19141,1894,3
N912AN,1892,3
N34131,1891,3
N220HA,1891,3
N215UA,1890,3
N113DX,1889,3
N122DN,1888,3
N936NK,1888,3
N374FR,1886,3
N13995,1885,3
N386HA,1885,3
N769UA,1882,3
N14171,1882,3
N415AN,1882,3
N17126,1880,3
N904AN,1879,3
N532GJ,1873,3
N919AN,1869,3
N226HA,1866,3
N8735L,1861,3
N844HK,1858,3
N411AN,1857,3
N937NK,1857,3
N903AN,1854,3
285NV,1850,3
N926AN,1849,3
N87368,1848,3
N902AN,1847,3
N913AN,1847,3
N399HA,1846,3
N930DN,1844,3
N6701,1843,3
N380FR,1840,3
N931AN,1840,3
N378HA,1837,3
N112DN,1837,3
N381FR,1835,3
N57111,1835,3
N37508,1834,3
292NV,1834,3
N210UA,1828,3
N614QX,1826,3
N8737L,1825,3
N301DU,1824,3
N140DU,1820,3
N906AN,1820,3
N241PS,1815,3
N119DN,1814,3
N27509,1814,3
N951DN,1813,3
N307DQ,1812,3
N8742M,1808,3
N8738K,1803,3
N772UA,1802,3
N360HA,1801,3
N8734Q,1800,3
N108DN,1799,3
N982DL,1797,3
N780UA,1796,3
N85369,1795,3
N8739L,1795,3
N914AN,1793,3
N116DN,1792,3
N27511,1790,3
N880UA,1786,3
N926FR,1781,3
N12116,1780,3
N392HA,1780,3
N375HA,1774,3
N874UA,1768,3
N905AN,1767,3
N947DL,1766,3
N388HA,1764,3
N983DL,1764,3
N417AN,1763,3
N8743K,1760,3
N711ZX,1760,3
N551NW,1759,3
N6703D,1758,3
N860AS,1754,3
N915DL,1750,3
N218HA,1750,3
N383HA,1746,3
N8745K,1737,3
N947DN,1736,3
N390HA,1736,3
N120DN,1734,3
N308DU,1733,3
N384HA,1731,3
N86372,1730,3
N389HA,1729,3
N382HA,1729,3
N901AN,1729,3
N906DA,1728,3
N37510,1727,3
N429QX,1722,3
N779UA,1717,3
N908AN,1717,3
N861AS,1717,3
N416AN,1713,3
287NV,1711,3
N118DY,1711,3
N13113,1711,3
N383FR,1711,3
N835HK,1708,3
N380HA,1698,3
N393HA,1697,3
N718TW,1696,3
N2002J,1695,3
N9626F,1695,3
N8750Q,1692,3
N77295,1691,3
N223HA,1686,3
N8736J,1684,3
N8740A,1684,3
N413AN,1683,3
N85370,1683,3
N961TW,1682,3
N526GJ,1674,3
N709EV,1674,3
N309DE,1668,3
N631VA,1667,3
N85373,1667,3
N213UA,1666,3
N227HA,1659,3
N47512,1659,3
N310DE,1658,3
290NV,1656,3
N884AS,1655,3
N8741L,1655,3
N306DQ,1651,3
N9615W,1651,3
N8746Q,1649,3
N27519,1646,3
N121DZ,1643,3
N980DL,1638,3
N971TW,1637,3
N385HA,1636,3
N212UA,1634,3
N984TW,1634,3
N419AN,1631,3
N9629H,1628,3
N713TW,1627,3
N37513,1624,3
N418AN,1623,3
N420AN,1623,3
N395HA,1623,3
N47517,1621,3
N309DU,1619,3
293NV,1617,3
N37527,1616,3
N980TW,1615,3
N214UA,1613,3
N37523,1611,3
N8744B,1609,3
N47524,1608,3
N8749Q,1607,3
N8748Q,1606,3
N970TW,1602,3
N37521,1599,3
N964TW,1598,3
N37516,1598,3
N9628W,1596,3
N37530,1596,3
N965TW,1595,3
N17529,1593,3
N9621A,1593,3
N8747Q,1592,3
N37525,1591,3
286NV,1590,3
N27515,1589,3
N37528,1580,3
N983TW,1579,3
288NV,1579,3
N938NK,1578,3
N37518,1571,3
N82366,1571,3
N9677W,1571,3
N109DN,1570,3
N382FR,1569,3
N86371,1568,3
N9619V,1568,3
N832HK,1567,3
N305DQ,1567,3
N381HA,1567,3
N37522,1566,3
N969TW,1565,3
N89362,1564,3
N27520,1561,3
N979TW,1560,3
N963TW,1559,3
N123DW,1557,3
N724EV,1556,3
N424AN,1551,3
N882UA,1550,3
N872UA,1547,3
N78361,1543,3
N966TW,1540,3
N952DN,1536,3
N9681B,1528,3
N87365,1527,3
N941NK,1525,3
N9618A,1521,3
N85374,1517,3
N85363,1515,3
N29717,1513,3
N913AK,1512,3
N423QX,1508,3
N27526,1506,3
N14121,1504,3
N968TW,1502,3
N595UA,1501,3
N590UA,1501,3
N9617R,1500,3
N907DA,1499,3
N425AN,1499,3
N29129,1491,3
N9616G,1490,3
N948FR,1489,3
N9620D,1486,3
N9630A,1486,3
N87364,1481,3
N942NK,1480,3
N427AN,1479,3
N384FR,1476,3
N385FR,1474,3
N18119,1472,3
N771UA,1472,3
N33132,1464,3
N768UA,1461,3
N422AN,1459,3
N86375,1458,3
N589UA,1456,3
N308RD,1455,3
N17128,1455,3
N37514,1446,3
N21108,1441,3
N982TW,1439,3
N316RK,1437,3
N708EV,1436,3
N230HA,1433,3
N12567,1431,3
N512UA,1429,3
N597UA,1423,3
N596UA,1423,3
N87367,1421,3
N945NK,1419,3
N919AK,1419,3
N18112,1416,3
N179DN,1415,3
N216PS,1412,3
N314RH,1411,3
N303RG,1406,3
N534EA,1406,3
N228HA,1405,3
N940NK,1404,3
N29124,1404,3
N85376,1403,3
N525EA,1398,3
N303RE,1396,3
N16713,1391,3
N421UW,1388,3
N923FR,1385,3
N510UA,1382,3
N760MQ,1379,3
N304RB,1375,3
N324RN,1375,3
N872DC,1375,3
N761RW,1369,3
N587UA,1366,3
N127DN,1364,3
N428AA,1363,3
N918AK,1356,3
N14118,1353,3
N323RM,1353,3
N14120,1351,3
N588UA,1349,3
N310RF,1347,3
N775UA,1347,3
N306RC,1344,3
N977DL,1335,3
N2016J,1335,3
N506SY,1334,3
N939NK,1332,3
N315RJ,1332,3
N426AN,1330,3
N175DN,1327,3
N944NK,1325,3
N2029J,1322,3
N423AN,1319,3
N546UA,1314,3
N943NK,1314,3
N835MH,1308,3
N544AE,1301,3
N815SK,1300,3
N502UA,1295,3
N598UA,1292,3
N13566,1291,3
N870DC,1290,3
N836MH,1288,3
N324RA,1286,3
N321RL,1285,3
N838MH,1283,3
N505SY,1283,3
N946DN,1282,3
N387FR,1280,3
N829MH,1270,3
N326RP,1269,3
N915AK,1266,3
291NV,1265,3
N568UA,1264,3
N174DN,1261,3
N328RR,1258,3
N873UA,1258,3
N837MH,1258,3
N831MH,1247,3
N508JB,1245,3
N825MH,1236,3
N826MH,1234,3
N386FR,1232,3
N2017J,1231,3
N548GJ,1231,3
N2038J,1230,3
N3023J,1228,3
N501AA,1227,3
N807SK,1226,3
N531JB,1224,3
N73278,1222,3
N37281,1222,3
N833MH,1220,3
N507SY,1218,3
N34282,1218,3
N430AN,1216,3
N27253,1215,3
N171DN,1213,3
N712EV,1205,3
N762DT,1201,3
N27252,1200,3
N3008J,1199,3
N507JB,1199,3
N199DN,1199,3
N184DN,1199,3
N124DX,1198,3
N951DL,1197,3
N181DN,1195,3
N709TW,1193,3
N834MH,1190,3
N840MH,1190,3
N1200K,1189,3
N172DN,1185,3
296NV,1183,3
N415QX,1178,3
N518UA,1178,3
N946NK,1177,3
N205UW,1176,3
N338RS,1176,3
N200UU,1170,3
N954DL,1170,3
N429AN,1168,3
N27251,1167,3
N11565,1166,3
N537JB,1161,3
N190DN,1160,3
N527JB,1157,3
N827MH,1155,3
N432AN,1153,3
N336RU,1152,3
N812SK,1151,3
N3044J,1149,3
N828MH,1148,3
N504SY,1146,3
N201UU,1146,3
N37257,1144,3
N556GJ,1141,3
N27258,1137,3
N8751R,1136,3
N568GJ,1132,3
N291BT,1132,3
N125DN,1130,3
N526JB,1126,3
N203UW,1125,3
N335RT,1122,3
N36280,1121,3
N195DN,1119,3
N847HK,1118,3
N572GJ,1116,3
N85377,1113,3
N563GJ,1109,3
N17254,1106,3
N341RW,1104,3
N562GJ,1103,3
N763CC,1098,3
N203FR,1098,3
N126DN,1093,3
N571GJ,1091,3
N1603,1090,3
N434AN,1087,3
N510SY,1080,3
N830MH,1079,3
N948SW,1076,3
N569GJ,1075,3
N431AN,1073,3
N2027J,1072,3
N839MH,1072,3
N511SY,1071,3
N198DN,1071,3
N948DL,1061,3
N197DN,1059,3
N502SY,1059,3
N27256,1058,3
N316SE,1056,3
N2039J,1056,3
N1201P,1055,3
N939UW,1048,3
N3058J,1046,3
N350RV,1045,3
N335SN,1045,3
N202UW,1045,3
N1604R,1041,3
N509SY,1039,3
N194AA,1037,3
N557GJ,1035,3
N950DL,1035,3
N27255,1032,3
N207UW,1032,3
N77259,1031,3
N79279,1031,3
N508SY,1026,3
N318SF,1025,3
N14543,1024,3
N2048J,1023,3
N206UW,1023,3
N2047J,1022,3
N559GJ,1017,3
N378SC,1015,3
N326SJ,1015,3
N192DN,1012,3
N182DN,1011,3
N343RY,1008,3
N184AN,1008,3
N339SU,1008,3
N971JB,1006,3
N985JB,1005,3
N965JB,1002,3
N2043J,1002,3
N501SY,998,2
N186AN,998,2
N979JB,997,2
N503SY,997,2
N193AN,995,2
N199AN,994,2
N327SK,994,2
N27261,993,2
N192AN,992,2
N177DZ,992,2
N306SP,990,2
N2086J,990,2
N561GJ,988,2
N302SS,986,2
N433AN,986,2
N3065J,986,2
N964JB,985,2
N26549,984,2
N323SG,984,2
N173DZ,982,2
N191DN,982,2
N27260,982,2
N983JB,981,2
N324SH,977,2
N988JB,975,2
N3062J,975,2
N967JB,974,2
N845MH,974,2
N185AN,973,2
N204UW,973,2
N980JB,972,2
N962JB,971,2
N975JB,971,2
N190AA,971,2
N976JB,970,2
N435AN,969,2
N991JB,966,2
N174DZ,964,2
N945DN,964,2
N968JB,964,2
N974JB,962,2
N85379,962,2
N84378,962,2
N987JB,961,2
N512SY,959,2
N575GJ,959,2
N191AN,958,2
N952DL,957,2
N189AN,956,2
N945JB,956,2
N17262,956,2
N197AN,954,2
N187AN,952,2
N941DN,952,2
N175DZ,951,2
N315SD,951,2
297NV,949,2
N990JB,948,2
N969JB,947,2
N643UA,945,2
N972JB,945,2
N781CA,944,2
N950JB,944,2
N949JB,943,2
N342RX,940,2
N198AA,939,2
N966JB,938,2
N843MH,938,2
N173AN,938,2
N946JB,937,2
N810SK,936,2
N172DZ,935,2
N13550,935,2
N944JB,935,2
N961JB,933,2
N188AN,929,2
N329SL,929,2
N302SA,926,2
N169DZ,925,2
N195AN,925,2
N336SR,924,2
N338ST,921,2
N26123,921,2
N183AN,918,2
N920AK,918,2
N937DL,917,2
N27263,916,2
N180DN,915,2
298NV,914,2
N989JB,910,2
N188DN,909,2
N814SK,909,2
N981JB,909,2
N171DZ,908,2
N832MH,907,2
N313SB,907,2
N2084J,899,2
N844MH,899,2
N655UA,899,2
N943JB,893,2
N691AA,891,2
N175AN,887,2
N938UW,886,2
N87380,885,2
N2044J,883,2
N692AA,881,2
N310DU,878,2
N656UA,876,2
N129DN,875,2
N196AA,875,2
N922FR,872,2
N558GJ,871,2
N17264,870,2
N341SV,869,2
N949NK,868,2
N579GJ,864,2
N334SM,858,2
N414QX,857,2
N956JB,853,2
N578GJ,851,2
N1602,846,2
N416QX,846,2
N172AJ,844,2
N2105J,837,2
N947NK,835,2
N388FR,835,2
N951NK,829,2
N921AK,827,2
206NV,824,2
N196DN,823,2
N176AA,823,2
N9624T,820,2
N936DL,820,2
N946DL,819,2
N128DN,815,2
N2142J,814,2
N940DN,814,2
N16065,812,2
N17265,812,2
N942DN,807,2
N651UA,806,2
N449QX,801,2
N12552,799,2
N905DA,792,2
N436AN,792,2
N189DN,790,2
N935DL,786,2
289NV,783,2
N3077J,783,2
N505UA,779,2
N783CA,777,2
N943DN,777,2
N600QX,773,2
N764JD,770,2
N948NK,761,2
N617QX,760,2
N27266,756,2
N178DZ,755,2
207NV,755,2
N950NK,755,2
N945DL,750,2
N952NK,747,2
N924AK,743,2
N993JB,742,2
N2059J,739,2
N681PA,737,2
N608QX,732,2
N438AN,730,2
N647UA,730,2
877GA,727,2
N994JB,726,2
N774AN,723,2
N413QX,723,2
N2060J,722,2
N771AN,722,2
N78003,718,2
N786AN,710,2
N583HA,707,2
N682PA,707,2
N3085J,701,2
N78009,699,2
N753AN,699,2
N641UA,697,2
N657UA,695,2
N14001,694,2
N605QX,693,2
N177AN,692,2
419NV,690,2
N750AN,690,2
N783AN,689,2
N582HA,689,2
N760AN,686,2
N581HA,686,2
N143DU,685,2
N439AN,681,2
N924DL,680,2
N780AN,680,2
N953NK,679,2
N437AN,678,2
426NV,678,2
N767AJ,674,2
878GA,672,2
N776AN,669,2
881GA,668,2
N779AN,667,2
N76010,666,2
N648UA,665,2
N37018,665,2
N944DL,665,2
N766AN,663,2
N57016,663,2
N658UA,663,2
N78017,662,2
N975AT,661,2
N644UA,660,2
N943DL,659,2
N787AL,654,2
N795AN,654,2
N142DU,653,2
N78013,653,2
402NV,650,2
N1605,649,2
N931AK,649,2
N812AA,649,2
N944DN,648,2
203NV,645,2
N758AN,644,2
N27015,643,2
N616QX,643,2
N818AL,641,2
N186DN,641,2
424NV,635,2
N791AN,633,2
N406SY,631,2
N67052,631,2
N797AN,629,2
N194DN,628,2
N389FR,627,2
N193DN,626,2
N642UA,626,2
N772AN,625,2
N440AN,622,2
N788AN,622,2
N796AN,621,2
N799AN,620,2
N78008,619,2
N807AA,618,2
N794AN,618,2
N77019,617,2
N580HA,617,2
N660UA,616,2
N17002,615,2
N646UA,614,2
N443AA,610,2
N183DN,609,2
418NV,608,2
N185DN,608,2
N187DN,608,2
N949DN,608,2
N78001,608,2
N611QX,608,2
N781AN,607,2
N929AK,607,2
415NV,606,2
423NV,606,2
N76021,605,2
N761AJ,600,2
N45838,600,2
N407SY,599,2
N854NW,598,2
N12005,598,2
883GA,598,2
N12003,596,2
N819AN,595,2
N751AN,594,2
N1402A,594,2
N710EV,593,2
886GA,593,2
417NV,592,2
N798AN,591,2
N501AE,590,2
887GA,589,2
N803AL,586,2
N441UW,585,2
N573GJ,585,2
N813AN,585,2
N817AN,584,2
N778AN,584,2
N969AT,584,2
N814AA,583,2
N391AA,582,2
420NV,581,2
N808AN,580,2
N938DL,580,2
N654UA,580,2
N69020,579,2
N816AA,579,2
N772SW,578,2
N399AN,577,2
N77022,577,2
N176DZ,576,2
N932AK,576,2
N390AA,576,2
N809AA,575,2
N802AN,574,2
N851NW,574,2
202NV,573,2
N349AN,572,2
N811AB,569,2
N346AN,569,2
N919FR,569,2
N793AN,568,2
N12004,568,2
N393AN,568,2
N342AN,567,2
N343AN,567,2
N7541A,566,2
N939DN,566,2
N680PA,566,2
N806AA,565,2
N861NW,565,2
N396AN,565,2
N800AN,564,2
N804AN,564,2
N649UA,564,2
N757AN,564,2
N765ST,563,2
N615QX,563,2
N926AK,560,2
N348AN,558,2
N144DU,557,2
N784AN,557,2
N350AN,556,2
N860NW,555,2
N782AN,554,2
N801AC,551,2
N78002,551,2
N2102J,550,2
N765AN,550,2
N756AM,549,2
871GA,549,2
N789AN,548,2
N670UA,547,2
N831NW,546,2
N14834,546,2
N815AA,543,2
N762AN,542,2
N398AN,542,2
N69059,541,2
N26909,540,2
N114NN,539,2
N996JB,538,2
N805AN,538,2
N16009,537,2
N77014,537,2
N409SY,535,2
N69063,534,2
429NV,534,2
N77006,533,2
N2846U,532,2
N12006,531,2
N856NW,530,2
N858NW,530,2
N8752Q,530,2
N27908,527,2
N446AN,526,2
N344AN,524,2
N16008,524,2
N442AN,524,2
N759AN,523,2
N590HA,522,2
N27901,521,2
N28912,520,2
N659UA,518,2
N222UA,516,2
N390FR,515,2
N140LL,514,2
N42836,513,2
N752AN,513,2
N76054,511,2
872GA,510,2
N410SY,509,2
862GA,509,2
N29907,508,2
N76064,508,2
N820AL,507,2
N938DN,507,2
N810NW,505,2
N995JB,504,2
N826NW,503,2
N76062,502,2
N821AN,501,2
N26902,501,2
N954NK,500,2
864GA,498,2
N26910,498,2
N671UA,498,2
N838AA,497,2
N388AA,497,2
N775AN,497,2
N78004,497,2
N823NW,496,2
N971AK,496,2
N513SY,496,2
N777AN,494,2
N27903,494,2
N687PA,494,2
N145DQ,494,2
N755AN,493,2
409NV,490,2
N814NW,488,2
N810AN,488,2
N933DL,488,2
N2135U,486,2
861GA,486,2
N397AN,484,2
891GA,484,2
N674UA,484,2
N2333U,483,2
N2136U,481,2
876GA,481,2
N78005,481,2
N385AM,480,2
N8754S,478,2
N828AA,478,2
N790AN,477,2
N347AN,477,2
N444UW,473,2
N841AN,471,2
N411QX,469,2
N8753Q,468,2
N928AK,468,2
N823AN,467,2
N835AN,467,2
N2332U,466,2
N825NW,465,2
N902FR,464,2
N766JM,462,2
863GA,462,2
N792AN,460,2
N652UA,460,2
N20904,459,2
299NV,459,2
N2737U,458,2
N834AA,457,2
N604QX,456,2
N306SW,456,2
N816NW,455,2
N77012,455,2
N2142U,455,2
N832AA,454,2
N859NW,452,2
N594HA,451,2
N833AA,451,2
N825AA,450,2
N45905,450,2
N773AN,450,2
N829AN,449,2
N836AA,449,2
N827AN,448,2
N391FR,444,2
N2639U,443,2
N26906,442,2
N2352U,440,2
N2140U,440,2
N2747U,440,2
866GA,440,2
N677UA,439,2
N59053,439,2
N818NW,438,2
N30913,438,2
N857NW,438,2
N74007,437,2
N669UA,436,2
N408SY,435,2
N2534U,435,2
N948DN,434,2
N824AN,434,2
N665UA,433,2
N2243U,431,2
N822NW,431,2
N565GJ,430,2
N826AN,428,2
N754AN,428,2
N445AA,427,2
N839AA,427,2
N91007,425,2
N947FR,425,2
N987AT,424,2
N829NW,423,2
N824NW,423,2
N673UA,423,2
N939DL,421,2
N66051,421,2
N592HA,420,2
N804HA,420,2
N2341U,419,2
N840AN,418,2
N827NW,417,2
N2644U,416,2
N804NW,416,2
414NV,415,2
N819NW,412,2
N785AN,412,2
N803NW,411,2
N66056,411,2
N822AN,408,2
N77066,407,2
N932DL,405,2
N8755L,405,2
N920FR,405,2
N768AA,404,2
N828NW,403,2
N12530,402,2
N667UA,402,2
N8757L,401,2
N831AA,401,2
N564GJ,398,2
N953FR,398,2
N2748U,397,2
N821NW,396,2
N837AN,396,2
N613QX,396,2
N447AN,395,2
N815NW,395,2
N830AN,394,2
N79011,394,2
N68061,392,2
N811NW,392,2
N901DA,390,2
N2251U,385,2
N729AN,384,2
N972AK,384,2
N727AN,382,2
N732AN,382,2
N801NW,380,2
N76065,380,2
N2138U,380,2
N852NW,379,2
N722AN,378,2
N394AN,378,2
N934AK,377,2
N2645U,376,2
N14011,376,2
N853NW,373,2
205NV,371,2
N728AN,371,2
N448AN,371,2
N384AA,368,2
N812NW,368,2
N395AN,368,2
N2250U,367,2
N941DL,366,2
N653UA,365,2
N410QX,365,2
N28529,363,2
N955NK,363,2
N730AN,362,2
N734AR,359,2
N720AN,359,2
N933AK,358,2
204NV,358,2
N735AT,358,2
N668UA,355,2
N12012,355,2
N392AN,355,2
N39726,353,2
N817NW,353,2
N2749U,352,2
N664UA,352,2
N177DN,351,2
N736AT,350,2
N820NW,348,2
N733AR,348,2
N719AN,348,2
N12528,348,2
N574GJ,347,2
N726AN,345,2
N12010,344,2
N830NW,344,2
N731AN,344,2
N449AN,343,2
N806NW,342,2
N926DL,337,2
N152DL,337,2
N8759Q,336,2
N8758L,335,2
407NV,335,2
N935AK,334,2
N723AN,334,2
N805NW,333,2
N676UA,333,2
N588HA,332,2
N725AN,331,2
N407SW,331,2
N717AN,330,2
N808NW,328,2
N524EA,328,2
N973AK,326,2
N3104J,326,2
N805HA,326,2
N942DL,323,2
N931DL,321,2
N2331U,318,2
N178DN,317,2
N411SY,316,2
N718AN,315,2
N515SY,313,2
N919DE,309,2
N807NW,309,2
N997JB,308,2
N721AN,307,2
N770AN,307,2
N8756S,306,2
N176DN,306,2
N452AN,304,2
N289AY,304,2
N934DL,303,2
N724AN,302,2
N280AY,299,2
N675UA,298,2
N809NW,295,2
N154DL,294,2
N796UA,292,2
N286AY,291,2
N287AY,289,2
N281AY,289,2
N8883E,289,2
N13013,289,2
N454AL,288,2
N394DL,288,2
N921DL,288,2
209NV,285,2
N450AN,284,2
N876RW,283,2
410NV,283,2
N38955,282,2
N952FR,282,2
N842MH,281,2
N35953,278,2
N290AY,278,2
N855NW,277,2
N974AK,277,2
N285AY,277,2
N927DA,277,2
N292AY,277,2
N998JB,276,2
N288AY,276,2
N516SY,276,2
N412SY,275,2
N953DN,275,2
N8972E,272,2
N223UA,270,2
N156DL,270,2
N283AY,269,2
N872AN,269,2
N956NK,268,2
N662UA,268,2
N603QX,267,2
N3102J,267,2
N293AY,265,2
N786UA,265,2
N67058,263,2
N379AA,262,2
N918DL,261,2
N904DA,259,2
N294NN,255,2
865GA,255,2
412NV,254,2
N26952,254,2
N451AN,254,2
N66057,253,2
N672UA,251,2
N937DN,251,2
N661UA,247,2
N813NW,246,2
N279AY,246,2
N413SY,244,2
N965DN,244,2
N933DN,244,2
N8721B,242,2
N975AK,242,2
N8888D,241,2
N685UA,240,2
N13954,237,2
N873BB,237,2
N409QX,236,2
N8761L,235,2
869GA,234,2
N27964,232,2
N723EV,231,2
N954DN,231,2
N78060,230,2
N45956,230,2
N76055,227,2
N791UA,227,2
N27959,227,2
N381AN,224,2
N27957,224,2
N219UA,222,2
N871AY,221,2
N27958,221,2
N284AY,221,2
N502DX,218,2
N684UA,216,2
N27965,216,2
N798UA,215,2
N19951,215,2
N24974,215,2
N291AY,214,2
N663UA,212,2
N999JB,212,2
N914DL,211,2
N24973,211,2
N36962,209,2
N958NK,209,2
N26967,208,2
N501DA,207,2
N976AK,206,2
N566GJ,206,2
N802NW,203,2
N275AY,200,2
N870AX,200,2
N282AY,199,2
406NV,196,2
N704DK,194,2
N707DN,194,2
N8762Q,194,2
N204UA,193,2
N795UA,191,2
N29971,191,2
N270AY,190,2
N219FR,190,2
N17963,189,2
N686UA,189,2
N29961,189,2
N632qx,188,2
N666UA,187,2
N229UA,185,2
N38950,184,2
N26966,181,2
N453AA,181,2
N155DL,180,2
N26960,180,2
N841MH,180,2
N389AA,179,2
N414SY,179,2
N26970,178,2
N278AY,177,2
N957NK,176,2
N955DN,176,2
N937AK,175,2
N705DN,175,2
N15969,174,2
N29977,174,2
N799UA,174,2
N919DL,173,2
N455AN,172,2
N24972,172,2
N273AY,172,2
N220UA,170,2
N277AY,169,2
N706DN,169,2
N792UA,169,2
N923DL,169,2
N29975,168,2
N311DU,168,2
N276AY,166,2
N271AY,164,2
N218FR,160,2
N787UA,160,2
N9622A,157,2
N794UA,156,2
N221UA,155,2
N793UA,155,2
N8760L,154,2
N788UA,153,2
N783UA,152,2
N972TW,151,2
N309SY,151,2
N406QX,150,2
404NV,149,2
N782UA,149,2
N29978,149,2
427NV,148,2
N961DN,146,2
N29968,144,2
N8763L,142,2
N24976,140,2
N957DN,139,2
N274AY,134,2
N29984,134,2
N392FR,134,2
N686PA,133,2
N936AK,133,2
N272AY,132,2
N964DN,132,2
N29985,132,2
N973JB,132,2
N797UA,128,2
N227UA,127,2
N228UA,127,2
N701DN,127,2
N962TW,127,2
N517SY,125,2
N403DX,122,2
N801HA,122,2
N24980,121,2
N9625W,121,2
N503DN,120,2
N519SY,119,2
N507DN,119,2
N24979,119,2
N206UA,116,2
N29981,116,2
N513DZ,116,2
208NV,114,2
N503DZ,114,2
N224UA,112,2
N462PA,112,2
N25982,112,2
N19986,111,2
N456AN,110,2
N28987,108,2
N7547A,108,2
403NV,107,2
N23983,106,2
N402DX,106,2
N225UA,106,2
N401DZ,104,2
N424AA,103,2
884GA,103,2
N967TW,103,2
N404DX,102,2
N7548A,102,2
N514DN,101,2
N426AA,101,2
N226UA,100,2
N310SY,100,2
N217UA,99,1
N410DZ,99,1
N710DN,99,1
N709DN,99,1
N504DN,98,1
N511DN,98,1
N703DN,98,1
N502DN,98,1
N405DX,96,1
N37532,95,1
N406DX,94,1
N47533,93,1
N508DN,93,1
N1608,92,1
N504TE,91,1
N784UA,91,1
N218UA,90,1
N70425,90,1
N785UA,88,1
N409DX,87,1
N506DN,86,1
N702DN,86,1
N1612T,86,1
N407DX,85,1
N209UA,84,1
N216UA,84,1
N515DN,84,1
N510DN,81,1
N501DN,81,1
N509DN,80,1
N951FR,78,1
N411DX,77,1
N408DX,77,1
N1609,74,1
N512DN,74,1
N430SY,73,1
N505DN,73,1
N708DN,72,1
N1610D,72,1
N555AN,72,1
N938AK,71,1
N977JB,71,1
N978AK,65,1
ALL,64,1
N37531,64,1
N37534,63,1
N3112J,59,1
N1613B,58,1
N959DN,58,1
N7550,57,1
N860DA,55,1
N1607B,55,1
N942AK,52,1
N4058J,50,1
N1611B,49,1
N457AM,45,1
N360PH,45,1
N566NK,43,1
N027JB,43,1
N861DA,42,1
N8764Q,39,1
N977AK,38,1
N867DA,37,1
N101NK,36,1
N363NK,34,1
N360NK,33,1
N567NK,32,1
N364NK,30,1
N517DZ,30,1
N4022J,28,1
N862DA,28,1
N362NK,27,1
N365NK,26,1
N361NK,26,1
N359PH,25,1
N361PH,25,1
N492NK,24,1
N4048J,24,1
N1801U,22,1
N017JB,21,1
N865DA,21,1
N493NK,21,1
N016JB,20,1
N491NK,19,1
N575DZ,18,1
N863DA,17,1
N420QX,16,1
N516DN,16,1
N568NK,16,1
N369NK,15,1
N038JB,14,1
N029JB,14,1
N153DL,12,1
N565NK,12,1
N866DA,12,1
N363PH,11,1
N374PH,10,1
NT200,9,1
N864DA,9,1
N956DN,9,1
N362PH,8,1
N999FR,8,1
N929DL,7,1
N490NK,7,1
N202JB,7,1
N201JB,6,1
N642qx,6,1
N418DX,5,1
N412DX,5,1
SS25,4,1
N867AS,4,1
N417DX,3,1
N200JB,3,1
N375PH,2,1
N002JB,2,1
N365PX,2,1
N685PA,2,1
NTE7R,2,1
N54EA,2,1
N416DX,2,1
N682SK,2,1
NTE7L,2,1
Q38143,1,1
N626AS,1,1
N546NK,1,1
N684RW,1,1
N225AG,1,1
N654DL,1,1
N554NK,1,1
N549NK,1,1
n714FR,1,1
N373Fr,1,1
N562NK,1,1
N550NK,1,1
N802AE,1,1
N921SW,1,1
N656YX,1,1
N805H,1,1
